distance,x,y,z,U_x,U_y,U_z,p
0.014512563,1.110223e-20,1.110223e-20,0.015512563,8.1896985e-12,2.9229271e-11,0.19996374,0.016415473
0.014703518,1.110223e-20,1.110223e-20,0.015703518,1.0123116e-11,3.6989196e-11,0.19996881,0.016287297
0.014894472,1.110223e-20,1.110223e-20,0.015894472,1.2056533e-11,4.4749121e-11,0.19997388,0.016159121
0.015085427,1.110223e-20,1.110223e-20,0.016085427,1.1322487e-11,4.3210302e-11,0.19997869,0.016030959
0.015276382,1.110223e-20,1.110223e-20,0.016276382,7.2933417e-12,3.0184799e-11,0.19998316,0.015902814
0.015467337,1.110223e-20,1.110223e-20,0.016467337,3.264196e-12,1.7159296e-11,0.19998763,0.015774668
0.015658291,1.110223e-20,1.110223e-20,0.016658291,-7.6494975e-13,4.133794e-12,0.1999921,0.015646523
0.015849246,1.110223e-20,1.110223e-20,0.016849246,-4.7940955e-12,-8.8917085e-12,0.19999657,0.015518377
0.016040201,1.110223e-20,1.110223e-20,0.017040201,-8.4811307e-12,-2.118304e-11,0.20000093,0.015390237
0.016231156,1.110223e-20,1.110223e-20,0.017231156,-1.0885251e-11,-3.0721231e-11,0.20000487,0.015262117
0.016422111,1.110223e-20,1.110223e-20,0.017422111,-1.3289372e-11,-4.0259422e-11,0.20000881,0.015133998
0.016613065,1.110223e-20,1.110223e-20,0.017613065,-1.5693492e-11,-4.9797613e-11,0.20001274,0.015005879
0.01680402,1.110223e-20,1.110223e-20,0.01780402,-1.8097613e-11,-5.9335804e-11,0.20001668,0.014877759
0.016994975,1.110223e-20,1.110223e-20,0.017994975,-2.0501734e-11,-6.8873995e-11,0.20002062,0.01474964
0.01718593,1.110223e-20,1.110223e-20,0.01818593,-1.529343e-11,-5.7651514e-11,0.2000241,0.014621542
0.017376884,1.110223e-20,1.110223e-20,0.018376884,-9.8793844e-12,-4.5867933e-11,0.20002757,0.014493445
0.017567839,1.110223e-20,1.110223e-20,0.018567839,-4.4653392e-12,-3.4084353e-11,0.20003103,0.014365348
0.017758794,1.110223e-20,1.110223e-20,0.018758794,9.4870603e-13,-2.2300773e-11,0.2000345,0.014237252
0.017949749,1.110223e-20,1.110223e-20,0.018949749,6.3627513e-12,-1.0517192e-11,0.20003796,0.014109155
0.018140704,1.110223e-20,1.110223e-20,0.019140704,8.4739573e-12,-1.6016771e-12,0.20004112,0.013981072
0.018331658,1.110223e-20,1.110223e-20,0.019331658,9.4055779e-12,6.2895289e-12,0.20004417,0.013852995
0.018522613,1.110223e-20,1.110223e-20,0.019522613,1.0337198e-11,1.4180735e-11,0.20004722,0.013724918
0.018713568,1.110223e-20,1.110223e-20,0.019713568,1.1268819e-11,2.2071941e-11,0.20005026,0.013596841
0.018904523,1.110223e-20,1.110223e-20,0.019904523,1.220044e-11,2.9963147e-11,0.20005331,0.013468764
0.019095477,1.110223e-20,1.110223e-20,0.020095477,6.1866771e-12,2.4649234e-11,0.20005617,0.013340695
0.019286432,1.110223e-20,1.110223e-20,0.020286432,-6.7724686e-12,6.130201e-12,0.20005885,0.013212635
0.019477387,1.110223e-20,1.110223e-20,0.020477387,-1.9731614e-11,-1.2388832e-11,0.20006153,0.013084575
0.019668342,1.110223e-20,1.110223e-20,0.020668342,-3.269076e-11,-3.0907864e-11,0.20006421,0.012956515
